"full_text","sentimen"
"@EdySularno96489 mau demo emang bakalan didengar ya ? apalagi itu merugikan mereka yang merancang uu kenapa kalian juga gak berisik soal itu kenapa malah nyalahin mahasiswa dah UU IKN aja bisa cepat kenapa ini gak bisa ? kenapa kalian malah fokus ke pihak","Negatif"
"@satriohendri Dikit bang blm seberapa di banding sma IKN BANSOS SUBSIDI .","Negatif"
"IKN Sesuai dengan prinsip berkelanjutan dan ekonomi hijau https://t.co/x1kMBrRR1q","Positif"
"IKN Nusantara jadi laboratorium hidup bagi oilmu pengetahuan https://t.co/kVO8Pa9Cq9","Positif"
"@Di4ntara Mahalnyg di ikn yah","Negatif"
"IKN Menjadi pusat inovasi hijau https://t.co/h2dbt3jbnD","Positif"
"@NhonhoSilvera @AnakLolina2 500T utk 1 IKN. bukan patung garudanya doang","Positif"
"@0_0brb Up semoga lekas dipenjara anak bukan bapaknya aku juga anak tunggal mamak ku punya tanah dan rumah bahkan di ikn aku juga ada nuntut apa2 malah berjuang sendiri kredit beli rumah ini kok bisa anak jual milik bapaknya tanpa ijin","Negatif"
"@LexWu_13 Jadi inget IKN dan food estate smoga beda","Positif"
"@tempodotco Tukar guling....dari IKN ke PIK+BSD...","Negatif"
"IKN sesuai dengan prinsip berkelanjutan dan Ekonomi Hijau https://t.co/dHOfr05NUT","Positif"
"IKN menjadi pusat inovasi hijau https://t.co/o4Rv34kaFp","Positif"
"@AlasBanjaran Harga kayu albasia beda ma harga kayu yg di ikn..","Negatif"
"Belom lagi untuk bangun ikn yg ngga ada gunanya itu. Sumpah nggak ridho","Negatif"
"@tempodotco Apa gara2 si aguan paling gercep nanam investasi di IKN??","Negatif"
"Pemerintah siapkan desa wisata untuk topang pembangunan IKN https://t.co/Cl197xtHXd","Positif"
"@AlasBanjaran kayu hasil penebangan untuk lahan IKN","Positif"
"Yaa mudah2an nyamuk malaria pada ke IKN misalnya. Atau ulat. Atau lintah. Jgn yg megafauna dulu deh. Yg kecil2 aja dulu..","Negatif"
"@tanyarlfes Bangun proyek di ikn wkwkwkkw","Negatif"
"GOBLOK !!! Beginilah hasil dari proses Pilpres Kalah menjadi PECUNDANG ! HASUT dan HASAT Biaya utk IKN 466 T Biaya utk Patung Garuda 510 .. T Patung Garuda bagian dari IKN . ??? https://t.co/qOpLo0f4vD","Negatif"
"yok cicil lgi nnti malam ikn https://t.co/LSEJI5BrmJ","Positif"
"ikn memajukan bangsa https://t.co/5PEF1A3xjx","Positif"
"ikn memajukan bangsa https://t.co/gdLXiMWuYu","Positif"
"ikn memajukan bangsa https://t.co/pWrPSbhO4d","Positif"
"@AnakLolina2 hoax aja shamsi ali biaya nya cuma 1.4T itu 510T biaya IKN","Negatif"
"@jokowi Semoga biaya berbuka bersama para petinggi IKN tidak pakai urang negara","Negatif"
"@kang___L Tuker sama lokasi IKN sebelah ngalor bang... Wkwkwkwk","Negatif"
"@Zer0Failed Gak mesti di jadiin bangun IKN keleus... orang berprestasi dan tidak mampu mau sekolah aja susah....","Negatif"
"@bismillahtaku @krispychasiew @dukeofmalang Siapa tau di Ikn bisa nanem gandum","Positif"
"@ARSIPAJA Seharusnya mencalonkan diri di Kaltim kan Ibukota Indonesia sudah pindah ke IKN - Kaltim atau Jateng. Bukankah PSI adalah Partai Seputar Ibukota.","Negatif"
"@yangmi3prnew Asssiiiikk....Pak @jokowi hebat... Bisa lunasin utang luar negeri ga perlu investor untuk bangun IKN makan siang gratis untuk semua manusia Indonesia bansos bisa tiap minggu diterima seluruh rakyat Indonesia BBM-gas-listrik full subsidi ga p","Negatif"
"Warga Kecamatan Sepaku Kabupaten Penajam Paser Utara (PPU) Kalimantan Timur akan segera memiliki Identitas Kartu Tanda Penduduk (KTP) dengan alamat IKN Nusantara. https://t.co/kw7jl3Rm2o","Positif"
"@DokterTifa Semoga mangkrak ya Alloh tuh ikn bikin rusuh aj tu si ikn","Negatif"
"@ARSIPAJA Balik ke solo aja dah kan mas nya otw ikn itu Depok gmn?","Negatif"
"IKN Wujud Kemandirian Bangsa Dan Keberlanjutan Pusat Kota Berbudaya Islam Nusantara https://t.co/QMfKjogABO - Seperti kita tahu rancangan kota masa lalu didasarkan pada kearifan lokal yang merupa Baca Selengkapnya : https://t.co/8M6dkPM8r4 Tanggal : 30 April 2024","Positif"
"Lagian ngide banget bikin ikn.","Negatif"
"ada yg memiliki saham KKGI rain grup?? komen brp LOT memiliki?? #kkgi #saham #tambang #ikn #iknnusantara https://t.co/uh7oVIGGZX","Positif"
"Dukung pembangunan di IKN","Positif"
"Masih tantrum aja nih bemokrat.. Hihi Lo bakal di singkirkan dr kabinet Wowo .. Terus aja skg cebokin terus tuh siapa tau dapat perhatian dr Wowo .biar berkelanjutan.. Kalo GK dipake wowo masuk kabinet kayaknya IKN pelanggaran HAM treak lagi nih","Negatif"
"@prastow Sesungguhnya kecewa sih ada bu sri mulyani ada pak prastowo tapi error di pajak dan becuk ga ada yg diberesin. Semua munculnya stlh viral bak pahlawan. Nyari uang ke kelas menengah itu buat IKN kah? Kenapa ga peras orang2 super kaya yg jumlahnya","Negatif"
"@BabehAldoAje135 Harusnya kemarin tuh wasit kasih tanah berapa hektare gitu di IKN","Negatif"
"@Opiniku95098012 Wong kok hobbyne ngutang..... Utang udh numpuk msh jga maksain diri bangun IKN....","Negatif"
"aku kalau berdoa minta di ikn gimana ya? wkwk","Negatif"
"@Anggita_lung Dukung pembangunan IKN","Positif"
"Pemilu Usai Kementerian Investasi Kebut Cari Investor Danai IKN https://t.co/nLWcqmSFeO https://t.co/oKQ5T9A789","Negatif"
"IKN membanggakan dengan lapangan upacara berstandar FIFA. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/V5bboUrYKj","Positif"
"IKN membanggakan dengan lapangan upacara berstandar FIFA. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/ZEnpQIknyY","Positif"
"@jalur5_ Rakyatnya kegocek pinjol biyuemen kegocek china trap elah proyek2 lu pada ngapain sih? Segala mo bangun ikn kayak punya duit aja","Negatif"
"@laskar16295 Terus china minta imbalan tol ikn dan sawah padi.","Negatif"
"@baladatemp81441 @BabehAldoAje135 @jokowi Mau IKN aja","Positif"
"Catatan Dosen Unair untuk Relokasi ASN ke IKN: Kebijakan Terburu-buru https://t.co/xodRcCDo5U #TempoTekno","Negatif"
"@Gunawan75_ Fix 58% siluman.. tp kaltim yg menang pragib e.. berarti kaltim banyak silumannya kayanya.. keluar semua krn hutan d gundulin buat tambang dan IKN haha","Negatif"
"@WongAlasRoban Perlu kalian ketahui...ahy di kasih tugas di IKN.. ada kemungkinan agar menggusur rakyat2 yg tdk mau pindah","Negatif"
"@realfedinuril Nggak lah bang nanti Djan etis juga bakalan kadi anggota paskibraka di IKN wkwkwkwkw","Negatif"
"@MaliminRinaldi @AsepWitoko Kasus ini tdk beda dg proyek IKN....jadi beban pemerintahan baru akan menjadi berat krn byr utang akan jadi penghambat utama. klo utang dibayar utang lagi prediksi praroro soal kondisi Indonesia 2030 bisa jadi kenyataan. Satu2n","Negatif"
"29 Singaporean Companies Investing in IKN https://t.co/GLKZS1ZuuB https://t.co/oKkDujJbeM","Positif"
"IKN panas betul bro mending kerja di jawa deh https://t.co/vAC9QYmEoJ","Negatif"
"@sosmedkeras Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.","Negatif"
"@kumparan Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.","Negatif"
"@zanatul_91 Indo kalah gara wasit yg dr China udh ngadu aja sama Lord Luhut batalin semua proyek kerjasama dg China termasuk kreta cepat nikel toll ikn dll.","Negatif"
"@hausbigwin @krzvnism @ARSIPAJA kalau dari kalbar yaa ikn itu jauhh","Negatif"
"Sukanto Tanoto Disiapkan Lahan Investasi di IKN Initip Gurita Bisnisnya https://t.co/Mu7l6sWt3P","Positif"
"Akhirnya Status Ibu Kota Jakarta Dicabut Jokowi Pusat Pemerintahan Segera Pindah ke IKN Nusantara https://t.co/m0sUFQHe5n","Positif"
"@Gerindra Bang cuma mau tanya! 1. Buka dong data pemilik konsesi lahan yang digunakan ikn itu punya siapa dan ada tukar guling atau ga? 2. Buka dong rincian penggunaan anggaran Kemenhan? Dari jumlah personil militer alutsista yang digunakan Indonesia tekh","Negatif"
"Kalu melihat IKN sepertinya semua lahan termasuk properti milik perorangan swasta .","Negatif"
"https://t.co/65Dh7oWY4X Sejak Tahun 2022 Polri Telah Kirim 709 Personel ke IKN breaking news.......... https://t.co/MM8ielzZXW","Positif"
"Polri akan mulai memindahkan personelnya untuk bertugas di Ibu Kota Negara (IKN) secara bertahap mulai pertengahan 2024. Langkah ini dilakukan sebagai... https://t.co/Yi5llCGm3M","Positif"
"Jokowi Minta Singapura Dukung Pembangunan PLTS Di IKN https://t.co/ABv2f23kV4 https://t.co/0Vm8bWb9G5","Positif"
"Siap-siap! Rekrutmen 200.000 ASN Fresh Graduate untuk IKN Dibuka Bulan Depan https://t.co/lEgr53oqFJ https://t.co/0I0RApXPQV","Positif"
"@meraaahputiiih Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki semangat dan tekad yang kuat untuk memajukan Indonesia","Positif"
"@rredssun_ @krzvnism @ARSIPAJA Buat IKN.","Negatif"
"Polri Bakal Pindahkan Personel ke IKN Mulai Pertengahan 2024 https://t.co/LB9HDxwEQf","Positif"
"Mungkin bisa disediakan satu area tertentu untuk aktivitas demo di IKN semacam Hyde Park di London. Dengan demikian demo tidak harus mengganggu traffic. Penggunaan speaker/megaphone di situ sebaiknya dilarang karena akan bikin polusi suara. Sekuatnya pita suara di leher saja.","Positif"
"buat apa... masalahnya yang di balikpapan aja masih ada ksian juga orang kalimantan lain mesti ke kaltim karena bandara internasionalnya numpuk di sana mana bpp ikn lumayan deket","Positif"
"@hausbigwin @krzvnism @ARSIPAJA Masalahnya Akses Pontianak ke IKN aja lebih sulit daripada Pontianak ke Kuching","Negatif"
"@FrankSudiro @sakkarepkuweh @madokafc1 karena sdh dibangun harusnya tetap diteruskan tapi sebaiknya IKN jangan lagi jadi prioritas utama anggaran.","Negatif"
"@convomf tandain muka nya kalo ketauan lagi nguli proyek di IKN tonjok aja muka nya","Negatif"
"@NenkMonica Wowo srh Tlp xin ping ikn batal ...","Negatif"
"Bahlil Sebut Jokowi Sedang Bentuk Tim Percepatan Investasi IKN https://t.co/NE2kgQYUS6","Positif"
"#nobar #timnas #kutaitimur #AFFU23 support Garuda muda puluhan ribu masyarakat Sangatta tumpah ruah dukung timnas di AFF U-23. #shintaeyong #bupati #Kaltim #IKN #nusantara https://t.co/GxuuYx8rKp","Positif"
"Kalau RI1 sudah ngantor di IKN demo di patung kuda Jakarta akan kehiĺangan vibe-nya. Para organizer demo akan minta fee lebih tinggi karena akan akan ada komponen biaya transport (Jakarta-IKN). Solusi: hrs direkrut dr Kaltim Di IKN pemerintah jg harus menyediakan spot khusus.","Negatif"
"@EghintF Hidup Cina hidup ikn !!","Negatif"
"Polisi Telusuri Penyalahgunaan Narkoba di Antara Pekerja IKN https://t.co/ejDtZ4foX0","Negatif"
"Ternyata bisa dilihat dari pinggir jalan proyek Pembangunan Jalan Bebas Hambatan Seksi 6B ini . Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #fyp #mitraikn #jalanmenujuikn #jalanbebashambatan #pemaluan #ibukotanusantara #ikn https://t.co/1p1goKOK7q","Positif"
"Personel Polri Dipindahkan ke IKN Secara Bertahap Mulai Pertengahan Tahun Ini https://t.co/0YXy28xeQ1 #PemindahanPersonelPolri #IKN #Polri #HumasPolri #TrunoyudoWisnuAndiko","Positif"
"Rezim gak mikir rakyatnya masih susah beli kebutuhan sehari² cuman mikirin mau duduk spt raja disinggasana buat keluarganya berkuasa Indonesia Bakal Punya Gedung Pencakar Langit Tertinggi di Asia Dibangun di IKN Nusantara https://t.co/jKhesfzkjV","Negatif"
"@huanginjun3to3 iya juga ya yaudah jadiin mereka tumbal proyek IKN aj plzzz","Negatif"
"Suasana #nobar di kantin Hunian Pekerja Konstruksi (HPK) IKN https://t.co/L14dpeeRWe","Positif"
"Ini pak Jokowi apa nggak bisa nelfun presiden Uzbek biar ngalah ntar kompensasinya kasih invest saham di IKN gitu ke Uzbek Kok ngeri liatnya wkwkwkwkwk","Negatif"
"Presiden Jokowi telah meneken Undang Undang terkait Provinsi Daerah Khusus Jakarta (DKJ) pada 25 April 2024 lalu. Dalam waktu dekat status ibu kota Indonesia bukan lagi disandang oleh Jakarta melainkan di Ibu Kota Nusantara (IKN) yang terletak di Penajam Pasir Utara Provinsi https://t.co/boaew2dteB","Positif"
"Upacara Adat Khas Kaltim Tradisi Penuh Makna di IKN https://t.co/qaK6mBL94G","Positif"
"Indonesia Prioritizes Local Investors in IKN Says Minister Bahlil https://t.co/DiB8pB0hJf #TempoEnglish","Positif"
"@kumparan Pantes para pejabat enggan mau ke IKN :V","Negatif"
"huuu padahal udah ada yang nawarin 40 kota setara IKN","Negatif"
"@GreyBird729 Ikn susah air sm listrik","Negatif"
"I LOVE JOKOWI I LOVE JOKOWI I LOVE JOKOWI PLEASE CONTINUE IKN LONG LIVE PRABOWO GIBRAN I LOVE PRAGIB SALAM PANCASILA","Positif"
"@hausbigwin @krzvnism @ARSIPAJA IKN kaltim sih kak sedangkan kaltara ga punya bandara internasional","Negatif"
"@rredssun_ @krzvnism @ARSIPAJA buat IKN bangsat bener emang Jokowi anjing","Negatif"
"IKN TERKINI ! PERJALANAN MENUJU BUNDARAN IBU KOTA NUSANTARA 29 April 2024 https://t.co/UmdDkEu5gi","Positif"
"@krzvnism @ARSIPAJA di IKN kan nanti dibangun bandara mungkin itu internasional","Positif"
"Polri Siap Kawal IKN Pemindahan Personel Dimulai 2024 https://t.co/T5bPF424TF","Positif"
"@NenkMonica @bahlillahadalia Sejak awal sudah terlihat kalau IKN dibangun untuk kepentingan konglomerat.","Negatif"
"@merrykstywt masuk list yg ke ikn mew awowkwowkk plot twist bgt","Negatif"
"Mau punya rumah di IKN full furnished. Tips jitu jadi menteri di usia muda? [brb wawancara Nadiem Makarim]","Negatif"
"@ajengcute16__ Perlu diputar lagi vedeo AHY tebtang IKN","Negatif"
"Alda mending ikut CPNS biar dapet rumah di IKN kalau jomblo bonus pasangan.","Negatif"
"@mbienyambay2 Kalau O2.. Batalkan IKN... Gue Dukung Pranowo Lagi.","Negatif"
"Akademisi di Balikpapan Ungkap Sisi Gelap IKN Konflik Pertanahan Adang Masyarakat Kaltim https://t.co/jFXypnPm2c","Negatif"
"@bitiesfess aku dekat ikn bisa gk sihh konsernya di ikn wkwkwkwkkw biarr gk boncos woiii","Positif"
"Bahlil Siapkan Lahan Khusus Sukanto Tanoto Investasi ke IKN https://t.co/Bb7z1tagCG","Positif"
"@ichsan_r92 Pns lama pindah ke ikn kita yang bakal berjaya di bawah herbud","Positif"
"IKN Terapkan Sistem Transportasi Cerdas Keberlanjutan https://t.co/BM5xOEJqVG @ikn_id","Positif"
"IKN Terapkan Sistem Transportasi Cerdas Keberlanjutan https://t.co/BM5xOEJqVG","Positif"
"Bukan Hanya IKN yang Terus Dibangun Presiden Jokowi Bangun Kota Ini Jadi Metropolitan Modern Seperti Shenzhen China . . #AFCU23AsianCup Timnas Day Nobar ini x Piala Asia U-23 Undip Olimpiade Paris 2024 RCTI Innalillahi Jakarta https://t.co/AVXgVYX1kT","Positif"
"Kang Emil pastikan Jokowi mampu gelar upacara kemerdekaan RI pada Agustus 2024 di IKN Nusantara. . . #AFCU23AsianCup Timnas Day Nobar ini x Piala Asia U-23 Undip Olimpiade Paris 2024 RCTI Innalillahi Jakarta https://t.co/o11nkcsjLc","Positif"
"Bahlil Siapkan Lahan Khusus Sukanto Tanoto Investasi ke IKN https://t.co/6pIU3y6ccF","Positif"
"@NenkMonica @bahlillahadalia Menanti teriakan masyarakat IKN","Negatif"
"@asteriaceilo gila udah sampe ikn ajaa","Negatif"
"@zakariyaaf Kaitan karo IKN yo??","Negatif"
"@NoharaZhi Deket IKN nih","Positif"
"Alhamdulillah Hermina bangun RS di IKN *malah salah fokus *jaga2 gan","Positif"
"Presiden Jokowi dan PM Lee Bahas Investasi di IKN https://t.co/ifIr0FF5sA","Positif"
"@Zaarazhar @emirates Bandara seharga IKN ya","Positif"
"Jokowi Bakal Umumkan Tim Percepatan Investasi IKN Bulan Depan https://t.co/O5sX7eaSkO","Positif"
"@_MbakSri_ Memang harus kerja beregu berombong2an kan enak. Berombong2 menangkan pilpres berombong garap PSN termasuk IKN dll. Dan berombongan sumbang tontonan rakyat. Dan berombongan kasih makan gratis. Eh kapan ya?","Negatif"
"@T0M5helby Apa pun untuk IKN.... pajakin semua","Negatif"
"Bahlil Siapkan Lahan untuk Konglomerat Sukanto Tanoto di IKN &gt","Positif"
"@feroferraferri @Nagashima_007 @Bara_Rc @moyalyubov7 @_riverheaven @BiruScooter @Dargomb33306384 @Amran_bin_Ali @JessicaNeo4 @her_ermi @lbtoruan_27 @IInayaturahmah Fer...itu semua dr dasar memuluskan IKN dan kita sdh masuk ke dlm lumpur hidup semakin kita","Negatif"
"Pertemuan ini dilakukan dalam rangka Leader's Retreat Indonesia-Singapura dalam pertemuan ini dibahas sejumlah isu penting mulai dari pertahanan ketahanan pangan teknologi transisi energi hingga pembangunan Ibu Kota Nusantara (IKN). https://t.co/L1NtvxKrXF","Positif"
"Alhamdulillah. Bahlil Siapkan Lahan untuk Konglomerat Sukanto Tanoto di IKN https://t.co/stysN55L1J","Positif"
"@ARSIPAJA buat patungan bangun ikn ya bu ?","Negatif"
"Pak @erickthohir @AngkasaPura_2 @angkasapura mengingat begitu padat nya pekerja konstruksi ke arah #IKN dari seluruh nusantara... minta tambah slot utk penerbangan arah #balikpapan Cc @IndonesiaGaruda @citylink @LionAirID @lionairgroup @BatikAirINA @RudyKiran","Positif"
"Pertemuan Presiden Jokowi dan PM Lee Bahas Implementasi Perjanjian FIR Hingga Investasi di IKN https://t.co/heEDycyeNN","Positif"
"@jiniyaigoya Disebut ikn biar jelas aja sih kak klo itu daerah khusus aka ibukota gitu","Positif"
"Saya akan kebut (pembangunan dan investasi di IKN) setelah pemilu dan progresnya bulan Juli-Agustus sudah bisa kita nginep di sana. Kemarin saya dipanggil oleh presiden dengan kepala IKN untuk membahas khusus ini ujar Bahlil. #IKN https://t.co/DVX102aFkr","Positif"
"Bahlil Sebut Tim Percepatan Investasi di IKN Bakal Diumumkan Bulan Depan https://t.co/HJmz4vrSxC","Positif"
"Siasat Pemerintah Bentuk Tim Investasi Demi Dorong Pembangunan IKN Nusantara https://t.co/OSkBgOPPKt https://t.co/DcwbN7Lx4a","Positif"
"@mohmahfudmd Di point ini saya setuju dengan Pak Mahfud saya sudah masuk usia 45 th sisa 10 th lagi. Apakah dapat dengan potongan 3% untuk membeli rumah. Sepertinya ini modus baru pemerintah untuk membiayai pembangunan IKN dan bayar utang.","Negatif"
"Ahmad Doli Kurnia Kagumi Desain Pusat Pemerintahan Provinsi Papua Tengah: Bisa Saingi IKN #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/oyEnnilNv7","Positif"
"@zy_zy_its_me 10 thn memimpin kok bs kecolongan 300T. Korupsi nya lbh ngeri jaman pemerintahan SBY. Berkat buzzer2nya smua di kamuflase seoalah2 pemimpin yg baik. Dulu simbol korupsi SBY cm hambalang..Skrg ada yg lebih prestisius yaitu IKN nantinya. Ngeri","Negatif"
"@5teV3n_Pe9eL MAKAN TUH IKN!!!!!!!!","Negatif"
"Cuma penyamaran aja pak Mahfud itu utk menutupi kekurangan biaya pembangunan IKN ... IniTAPERA (TAHTA PENGUASA RAKYAT).","Negatif"
"Seharusnya bukan hanya kawasan inti tapi seluruh wilayah IKN bebas sepeda motor krn motor ini kendaraan paling tidak aman kendaraan pembunuh no 1 kendaraan paling tidak tertib kendaraan sering melanggar lalulintas. Jd kan IKN cth kota modern bebas dari kendaraan sepeda motor https://t.co/mZgQMGK37k","Positif"
"@tanyakanrl Proyek ikn mahal boss","Positif"
"@tempodotco @Dandhy_Laksono Berikut hitungannya data dr kemenaker jmlh tenaga kerja Indo yaitu 140jt misal rata2 gaji 5jt/bln mk ptongan tapera 125k/bln pemerintah dpt dana masuk Rp17 5 T/bln atau Rp210T per thn dana segar ga tuh buat diputar ke IKN. Nihi","Negatif"
"@DokterTifa Semua berawal dari gorong-gorong jahanam dan bermuara ke ikn sialan","Negatif"
"@Puthutea Ya bapak enak hari tuanya udah terjamin di IKN","Negatif"
"@kompascom tapera ini utk bangun rmh di IKN","Positif"
"@NarasiNewsroom data dr kemenaker jmlh tenaga kerja Indo yaitu 140jt misal rata2 gaji 5jt/bln mk ptongan tapera 125k/bln dan pemerintah dpt dana kelolaan masuk Rp17 5 T/bln atau Rp210T per thn dana segar ga tuh buat diputar ke makan siang gratis dan IKN g","Negatif"
"Layar besar pemberi kesan akan kemajuan neg paralel kepedulian akan lingk . Etalase itu bernama IKN Tanpa kejelasan basis sebuah neg #pokokemaju next mbuh https://t.co/I5EiChQnj2","Negatif"
"Kereeennn IKN","Positif"
"@tanyakanrl data dr kemenaker jmlh tenaga kerja Indo yaitu 140jt misal rata2 gaji 5jt/bln mk ptongan tapera 125k/bln dan pemerintah dpt dana kelolaan masuk Rp17 5 T/bln atau Rp210T per thn dana segar ga tuh buat diputar ke makan siang gratis dan IKN ga mn","Negatif"
"Dukung IKN","Positif"
"Konten Pornografi dan Judi Online Diblokir di IKN Kaltim via Internet Starlink https://t.co/njatNVNNsQ lewat @tribunnews #ikn #kaltim #starlink","Positif"
"@BosPurwa Klo gak dikorup bisa tuh lunasin IKN","Negatif"
"@BosPurwa Itu 30 s.d 40% biaya bangun IKN padahal udah buat kesejahteraan pejabat Jadi harusnya ga sampai segitu bangun IKN","Negatif"
"@Mdy_Asmara1701 IKN masukan publiknya juga kudu di minta","Negatif"
"Inovasi di IKN Nusantara taksi terbang Hyundai tiba di Balikpapan untuk diuji coba. #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/KLKtnTS7v3","Positif"
"Bangunan mangkraak.. Kita akan banyak melihatnya.. Bandara...? Gedung2..? IKN blm.. sebentar lagi?","Negatif"
"@itsquaileggs Harga barang masih terlalu murah. Kebanyakan cengeng minta subaidi terus. Saatnya kita mandiri. Naikkan harga sembako listrik BBM dan UKT. Naikkan gaji pejabat tinggi. Turunkan UMR. Bangun IKN dan kereta cepat. NKRI harga mati.","Positif"
"Kereta Bandara di IKN Ditarget Rampung 2030 Ada 4 Stasiun yang Dibangun Segini Anggarannya https://t.co/JFcIUYCCX6","Positif"
"@BosPurwa Harusnya bikin ikn nggak usah ngutang dan nguras APBN kalau begitu","Negatif"
"kalau prediksi anak2 gara2 case Gibran kemaren sih Kaesang nanti proyeksi jadi Mayor nya IKN wkwkwwk","Negatif"
"@loey_jd @convomf Karena profit mas. Perusahaan negara kan berperan sebagai tuan tanah juga. Ga cuma Papua loh proyek IKN Eco Rempang bandara internasional di Jawa Barat jg melalui proses penggusuran tanah ulayat. Hasilnya? Masyarakat adat cemas cuma miki","Negatif"
"yang suruh patungan bangun ikn malah rakyat","Negatif"
"@TeddGus Oke gas! PPN12%! Makan siang gratis! IKN! Tapera utk Jiwasraya Jilid2! https://t.co/r8qapImdL8","Positif"
"Otorita Ibu Kota Nusantara (OIKN) mengungkapkan pembangunan kereta yang menghubungkan Bandara Sepinggan Balikpapan dengan IKN ditargetkan dapat selesai pada 2030 dan konstruksi kereta regional ditargetkan bisa dimulai setelah 2035. https://t.co/Mnx1jnaDvh","Positif"
"@mohmahfudmd Pak Mahfud tujuan nya kan buat beri rumah ke rakyat. itu hanya iming iming. tujuan sesungguhnya jokowi khawatir IKN terbengkalai jadi dia menyediakan uang buat di pakai pembanhunan IKN.....di perkirakan dia bisa dapat uang 100T setahun pasti","Negatif"
"IKN ga ada yg mau invest jadinya pake duit rakyat berkedok tapera. Knp ga tunjangan dan biaya hotel pesawat kalian aja yg dikurangin. Brengsek kelen semua.","Negatif"
"Buat bikin IKN","Negatif"
"Emang para menteri ikut Tapera juga? Kok tiba2 dibuatkan rumah di IKN.... Mahal pula ..","Negatif"
"@meraaahputiiih Pindahnya IKN ke Kalimantan juga untuk mengantisipasi berbagai potensi bencana-bancana","Positif"
"@geloraco Duit IKN yang ratusan Triliun itu bisa buat murahin UKT. bahkan gratis.","Negatif"
"Wah Keren Warga IKN Gunakan Taksi Terbang untuk Mobilitas Mereka di Ibu Kota Baru Itu https://t.co/pj1QKFhfdK","Positif"
"@tempodotco Harusnya pemerintah jujur aja sih bilang.. Duit TAPERA buat bayar IKN dan Hutang Negara yg jth tempo.. Kan Rakyat bisa sekalian... Dudukin DPR","Negatif"
"@tanyakanrl Ikn kurang dana","Negatif"
"Punya temen macem2. Ada yg bawahan SMI ada yg pegang proyek ikn ada yg anak pemerintahan. Ya gpp komentarku soal pemerintah memang pedes karna nyata hehehehehehe","Negatif"
"Menarik ! Satu anak presiden Yg satu lagi ponakan presiden juga Menariknya lagi Padahal Jakarta sudah bukan Ibukota negara. Nasibmu IkN ! Ternyata Gulanya tetap masih di Jakarta. https://t.co/S2JrD0QbnW","Negatif"
"@aidilkurniaa @dimasajisaputro meninjau proyek ikn https://t.co/lXok4TQmFM","Positif"
"@DedynurPalakka Hehe... Narasi iso ae ... Hehe . Anak baru lulus sma jg boleh kok. Pendidikan.kan min SMA mau jd presiden aj. Sdh terbukti kok.. KKN smkin subur ... Segera aj pada ke IKN ya. Tapi kalo gak betah jgn balik.lg ya.","Negatif"
"@LULUSAN_SD_ Lha kok enak bner yg bangun ikn siapa ajiing ..JOKODOK suruh tnggungb lah ajeen","Negatif"
"@LULUSAN_SD_ Bagus kalau hasil korupsinya koruptor dipakai buat bangun ikn sita dan jual asetnya. Orangnya kirim ke Palestina. Sp tau balik ke Indonesia bisa jadi orang baik","Negatif"
"semoga project KemenPUPR pembangunan IKN Allah berikan kelancaran Cuma mau tanya Bpk jalan utama kenapa banyak yang berkelok kelok mengikuti kontur tanah tidak dibuat lurus - lurus dan simetris seperti Washington DC pak tanpa mengabaikan konsep forest city","Negatif"
"Ketahui Perkembangan IKN dan Larangan Saat di Dalam Kawasan https://t.co/bZbaKE9QDD via @EkbisNTB.com #IKNKotaModern #IKN #IndonesiaEmas2045 #indonesia","Positif"
"@nenggusti Mentri agama begok uang umat mau di jadi kan pembangunan di IKN","Negatif"
"@tanyakanrl YESSSS SUNTIKAN IKN","Negatif"
"Kok beda2 statement pembantunya pak lurah. Bilang aja sih kita butuh uang buat bangun istana peninggalan Jokowi namanya IKN. DIE HARDnya pasti mau nyumbang kok. Kami 50 pertama ni..","Negatif"
"sumpah ya mumet bgt ngeliat ini negara regulasinya diubah mulu sehari tuh ada aja gebrakan dari berita baru. mulai ikn nabrak konstitusi tapera ngubah ketentuan umur semua aja diubah lah taiiiii","Negatif"
"@Dandhy_Laksono Yauda si inikan ngasih kesempatan ke anak muda lagian track record nya aman aja kok (bismillah rumah di IKN+tunjangan seumur hidup)","Positif"
"@BosPurwa Klo kata saya sih Si Bungsu menang Pilgub Jakarta tiba2 aja IKN gak jd pindah... Liat aja... #hahaha... Semua aturan bisa disulap yg penting Ketua DPRnya harus bodoh...","Negatif"
"Panglima Pajaji Dayak Tolak IKN https://t.co/XAa7O2Lyit","Negatif"
